0,2,0x9ac5621d,0,0
1,0,0x875e5af0,0,4
2,7,0xb2662c94,1,2
3,2,0x97d80924,1,0
4,3,0x4d04d095,1,3
5,7,0x7a4d8575,0,0
6,5,0x3e2e204f,1,4
7,0,0x73c6426b,0,2
8,0,0x71be03f4,1,2
9,2,0xbc23e3dc,0,4
10,7,0x30b8bcb0,1,1
11,7,0x36d1d0c4,1,2
12,6,0x8c053b48,1,3
13,5,0xdfd9dea,0,1
14,4,0x4f602541,0,2
15,5,0x62199ab1,0,2
16,0,0xf2103d15,1,1
17,1,0x58e7e2db,0,0
18,3,0xa84ef3c2,0,4
19,6,0x41920770,0,1
20,5,0x8f0c7fb3,0,3
21,1,0xea4441ca,1,1
22,6,0x2a073a08,1,0
23,5,0x1f300cf2,1,0
24,5,0x92a0eb4,0,0
25,5,0xa934371e,1,3
26,3,0x2a692de4,0,1
27,0,0x2449e0a5,0,3
28,2,0x32a70498,0,4
29,0,0x8ba0188d,0,3
30,3,0x97d19ed6,0,0
31,2,0x94aef794,1,0
32,2,0x1ce5b355,1,2
33,7,0x55afe3f,0,4
34,1,0xcfd1021,0,3
35,3,0x6c5d5f6b,0,1
36,6,0xe5f78702,0,1
37,3,0xaf209418,0,1
38,5,0xb11731a3,0,1
39,3,0x2fb6184,1,2
40,6,0x62573f77,1,1
41,6,0xc5bfa45a,0,4
42,7,0xd72e8446,1,3
43,1,0x9390c7d7,0,1
44,0,0x2fb5fb4,1,3
45,5,0xddb0baab,1,0
46,0,0x8ca0bd9e,1,2
47,0,0x78dbdc61,1,1
48,5,0xfdf27bcf,0,1
49,2,0xdc70f099,1,2
50,1,0xf78f55c5,1,1
51,5,0x7f4ad551,1,1
52,2,0x9c5de883,1,4
53,1,0xeb575e9a,0,2
54,3,0x42b3796c,1,0
55,2,0x82e052bd,1,2
56,3,0x1d6715aa,1,2
57,1,0x476bbc9f,1,0
58,3,0xc974c8a1,1,3
59,7,0xab19d1f6,0,4
60,1,0x9bf85a4e,1,4
61,3,0x612cabcd,0,2
62,1,0x56ad52e6,1,4
63,5,0xb5a4dd8e,1,1
64,4,0x9ac5683c,0,1
65,1,0x8fae1452,1,0
66,2,0xeda75ff1,0,3
67,6,0xc305c672,1,1
68,5,0x276a2024,1,1
69,0,0x99c01446,0,2
70,7,0x8922d84,1,3
71,5,0xd0eaea36,1,3
72,4,0xd10f98a1,1,1
73,6,0xc0bd24e7,0,0
74,4,0x5b562b11,0,0
75,2,0x1267b09f,0,0
76,3,0xc57b51e6,0,3
77,6,0x90d9dc03,1,0
78,7,0x55fba317,0,0
79,4,0x6acce3e2,1,2
80,3,0x486d0bbe,0,3
81,6,0xcdca99be,1,2
82,3,0xc5b260df,0,2
83,7,0xa21a661e,1,2
84,4,0x7183fec0,0,2
85,5,0x7a4d8bac,0,1
86,3,0x402248de,1,3
