0,0,0x6690ab8b,1,3
1,0,0xa09b557a,1,4
2,0,0x409066d,1,3
3,1,0xfdc27ad9,0,1
4,0,0x39b08821,0,2
5,1,0x5e884a2f,0,4
6,0,0x6cd12de8,0,4
7,1,0x9c982eca,1,0
8,1,0x1f4faa29,1,4
9,1,0x6180e59d,0,3
10,0,0xcf7d73bd,0,1
11,0,0x5b8337da,1,4
12,1,0xfbe8abc2,0,1
13,1,0xc14c651e,0,2
14,0,0x4759cdad,1,2
15,0,0x1a84e7b3,0,1
16,1,0x1ab0b4d9,0,0
17,0,0x3a80d209,1,0
18,1,0xf4ef6901,0,4
19,1,0x8a32f413,1,0
20,1,0x50a98810,0,1
21,0,0xe8eb0e4d,1,1
22,1,0x54bbddb9,0,4
23,0,0x9612a538,0,3
24,0,0xa9de4b4a,1,4
25,1,0xcaa212e9,1,3
26,0,0x90edd12d,1,2
27,1,0x56a5825a,0,4
28,0,0x9150a615,0,2
29,1,0x70e1f525,0,2
30,1,0xfd283cde,0,2
31,1,0xe80fff70,1,2
32,1,0x9d9d12e1,1,2
33,1,0x3f121a15,0,4
34,0,0x5a9d34a8,0,4
35,1,0x8f517e59,1,3
36,1,0x44a86494,0,2
37,1,0x796b1bd8,0,2
38,1,0x8dd8cc90,0,2
39,0,0x908c74f8,0,0
40,0,0x54f45336,1,4
41,0,0x23fd1aea,0,0
42,0,0x9c9ce560,0,3
43,0,0xed08eb1e,0,0
44,1,0xe1e0dd5b,0,3
45,0,0xb0f6add5,0,3
46,0,0x3895ce8,0,3
47,1,0xee3cc60,0,4
48,0,0xea156cfd,1,1
49,0,0x332b9ec8,0,4
50,1,0xd2f531bc,1,1
51,0,0xa842025e,1,0
52,1,0x5a84cea7,0,1
53,1,0x3f12193a,0,2
54,1,0xb469a37a,1,2
55,0,0x6fddcd88,1,0
56,1,0x4b88ceca,0,2
57,1,0x7d7504b8,1,2
58,0,0xee7b616,0,0
59,1,0x8a5cdf09,1,2
60,0,0xf6d6db5c,1,0
61,0,0x27b530fb,0,1
62,1,0x48377b58,1,4
63,1,0xc50e9c6f,0,2
64,1,0x53560071,1,0
65,0,0x727c324,1,1
66,1,0x1c53001f,1,1
67,1,0xe2347d69,0,0
68,1,0x103bd213,0,2
69,1,0xe0e6b933,1,3
70,1,0x548d46f6,1,3
71,1,0x287b5a17,0,0
72,0,0xf1151631,0,0
73,1,0x7ee6f74b,1,3
74,1,0x2cb208d2,0,2
75,0,0xa7a5602a,0,4
76,1,0xc8a2961b,0,2
77,0,0xc8be4adb,1,1
78,0,0x97698a6a,0,1
79,1,0x90ee1a93,1,4
80,0,0x487f8b3c,1,0
81,1,0xb6f3d5a2,1,2
82,1,0x6fcfe0f,0,2
83,1,0x526810dc,0,3
84,1,0xd61026aa,1,1
85,0,0xc6bab581,0,4
86,1,0xebab2cd0,1,1
87,1,0x7a3684f2,1,4
88,0,0xb8b0aa81,1,2
