0,0,0x7ac2439f,0,4
1,14,0x8e204635,0,2
2,10,0xcf411b28,0,1
3,7,0x1ed3ab32,1,1
4,3,0xda9610e8,0,4
5,3,0x7fa8ac42,0,4
6,6,0xd046e52e,0,1
7,0,0x694f7f67,0,0
8,7,0xb07ac4b8,0,4
9,14,0x9f7a2f07,0,1
10,13,0x4ede844,1,2
11,11,0x8e74e90c,1,1
12,9,0xd55ce6c8,1,4
13,13,0xe1552f58,1,2
14,15,0xdf92df34,0,4
15,3,0xb0780282,0,1
16,2,0x4d69d5d5,0,4
17,10,0xdf4fcc53,0,3
18,13,0xd85e2046,0,4
19,6,0xde6aef97,0,0
20,1,0x5e3a5c2f,0,1
21,14,0xe7f0be4c,0,0
22,11,0x7fa8af4f,1,2
23,2,0xb5aaeab3,1,4
24,10,0xc4ad68af,0,1
25,14,0x3418c19e,1,3
26,7,0xf613722b,1,0
27,2,0x17bbbcb1,1,0
28,13,0x5a2e7ded,0,4
29,15,0x12f99019,0,0
30,10,0x885e889a,1,4
31,0,0x1b733cb9,1,1
32,8,0x1903705a,0,4
33,7,0x9318d629,1,2
34,0,0xc9477ff5,1,4
35,12,0x65673ba8,1,0
36,12,0x79f46a5,0,3
37,1,0x70d94bf5,1,3
38,10,0x477ab383,1,3
39,0,0xaa30d832,0,0
40,9,0x559f66d8,1,3
41,15,0xf52b4bd8,0,1
42,0,0xfbbcc433,1,3
43,4,0x5776d3b2,1,4
44,4,0x27bf15a8,1,4
45,11,0x67d51c93,0,2
46,8,0x7d591d97,0,3
47,9,0xd798459c,1,2
48,7,0x38823b1e,1,3
49,5,0x2a1a6deb,1,2
50,0,0x11220a1f,1,3
51,11,0xeb467916,0,4
52,12,0xdc46b90,0,1
53,15,0x6047dc20,1,3
54,8,0x6be46226,1,2
55,14,0x2823876f,1,4
56,3,0x9b70c5ca,0,1
57,14,0x1ed3aa96,0,0
58,3,0xd0f25e4f,0,4
59,4,0x80219210,1,0
60,0,0x5967a57a,1,0
61,11,0xfc789b9c,0,4
62,13,0x8642b70c,1,0
63,9,0x8cd4d188,0,2
64,1,0x54513ea0,0,2
65,15,0xe596db2a,0,2
66,4,0xd080d82d,1,2
67,7,0xc397109c,0,1
68,15,0xbf00f023,0,3
69,3,0xedfb2c58,0,1
70,7,0xed31bfa9,1,0
71,14,0xa53addfa,0,1
72,13,0xe1b8579f,1,3
73,4,0x589d5836,1,1
74,11,0xdf68461e,0,1
75,13,0x290fea6f,0,1
76,14,0xbc512fa1,0,1
77,1,0xab8a5403,0,0
78,1,0x4f12d443,0,0
79,8,0x78459a77,0,0
80,10,0x58d3872d,0,1
81,2,0x2917a436,0,0
82,10,0x782c4221,1,2
83,12,0xdd6a9b93,0,2
84,4,0x86afce75,1,1
85,0,0xdf0c24c9,1,4
86,13,0x4eb0254e,1,3
87,1,0xd2d4a3dd,1,0
88,10,0xbbfe130b,1,2
89,15,0x15adaa62,0,3
90,15,0x3570ed71,0,0
91,13,0x6001dcce,1,3
92,13,0xe6ff6330,1,2
93,15,0x770470e7,1,4
94,5,0xd1048b84,1,2
95,1,0x10df265d,0,2
96,0,0x8021945a,0,0
97,8,0x99e025a0,1,1
98,7,0x146fd56,1,1
99,12,0xc030e318,1,1
100,5,0xc567aa27,1,4
101,11,0x50e9b5b8,1,0
102,1,0x94fc115,0,2
103,1,0x4e529fe2,0,1
104,7,0x9748b7aa,0,4
105,13,0xc109e5b8,0,0
